hh_id,responded,phase2,y,tenure,interview_domain
H00004,1,1,2.29865109,RENT,D01
H00005,1,1,1.97926283,OWN,D01
H00007,1,1,2.26098553,RENT,D01
H00013,1,1,1.93026204,OWN,D01
H00014,1,1,2.20091425,OWN,D01
H00015,1,1,2.13283821,OWN,D01
H00030,1,1,1.03446769,OWN,D01
H00038,1,1,1.09240045,OWN,D01
H00039,1,1,1.47264665,RENT,D01
H00046,1,1,1.22756564,RENT,D01
H00051,1,1,1.15678822,OWN,D01
H00079,1,1,1.51385781,OWN,D01
H00087,1,1,2.26842037,RENT,D02
H00099,1,1,2.00502068,OWN,D02
H00116,1,1,0.97160022,OWN,D02
H00123,1,1,0.83066494,OWN,D02
H00130,1,1,1.28856636,OWN,D02
H00131,1,1,1.34498852,OWN,D02
H00136,1,1,1.44843089,RENT,D02
H00137,1,1,1.22179413,OWN,D02
H00144,1,1,1.62244354,RENT,D02
H00148,1,1,1.41510241,OWN,D02
H00154,1,1,1.40100047,RENT,D02
H00156,1,1,1.04002270,OWN,D02
H00163,1,1,2.32035356,RENT,D03
H00165,1,1,2.44793571,RENT,D03
H00172,1,1,2.09562013,RENT,D03
H00173,1,1,1.89675402,OWN,D03
H00177,1,1,1.82644620,OWN,D03
H00178,1,1,2.18437145,RENT,D03
H00189,1,1,1.94502139,RENT,D03
H00193,1,1,2.58882244,RENT,D03
H00198,1,1,1.39546014,OWN,D03
H00200,1,1,1.27118366,RENT,D03
H00202,1,1,1.27700144,OWN,D03
H00211,1,1,0.78494795,OWN,D03
H00214,1,1,1.51510300,OWN,D03
H00219,1,1,1.25128267,OWN,D03
H00231,1,1,1.46500410,RENT,D03
H00232,1,1,0.99211961,OWN,D03
H00235,1,1,1.78355140,RENT,D03
H00236,1,1,1.05140235,OWN,D03
H00238,1,1,1.13873055,RENT,D03
H00242,1,1,1.89525350,OWN,D04
H00267,1,1,2.29786036,RENT,D04
H00270,1,1,2.39013434,RENT,D04
H00274,1,1,2.51329195,OWN,D04
H00295,1,1,1.30209805,OWN,D04
H00323,1,1,2.23264456,RENT,D05
H00329,1,1,2.09516506,RENT,D05
H00330,1,1,2.19905477,RENT,D05
H00332,1,1,2.02795024,OWN,D05
H00339,1,1,2.21170574,OWN,D05
H00340,1,1,1.82784331,OWN,D05
H00365,1,1,2.59818566,RENT,D05
H00369,1,1,1.88987671,RENT,D05
H00376,1,1,1.41091346,OWN,D05
H00377,1,1,1.62471864,RENT,D05
H00380,1,1,1.33517948,RENT,D05
H00384,1,1,1.64927218,RENT,D05
H00386,1,1,1.02073085,OWN,D05
H00390,1,1,0.86393152,OWN,D05
H00396,1,1,1.29384141,OWN,D05
H00399,1,1,1.41839301,RENT,D05
H00400,1,1,1.66490235,OWN,D05
H00403,1,1,2.40807784,RENT,D06
H00404,1,1,1.79765021,OWN,D06
H00422,1,1,2.28059186,RENT,D06
H00449,1,1,1.18317451,OWN,D06
H00465,1,1,1.07377992,RENT,D06
H00467,1,1,1.16947090,OWN,D06
H00479,1,1,1.69693011,OWN,D06
H00482,1,1,2.10729987,RENT,D07
H00483,1,1,1.93735717,OWN,D07
H00484,1,1,2.32140554,OWN,D07
H00485,1,1,2.32500843,OWN,D07
H00508,1,1,1.84788562,RENT,D07
H00516,1,1,1.75517240,RENT,D07
H00517,1,1,1.42303716,OWN,D07
H00521,1,1,1.32292284,OWN,D07
H00527,1,1,0.86874418,OWN,D07
H00538,1,1,1.59656795,OWN,D07
H00542,1,1,1.27040674,OWN,D07
H00543,1,1,1.63272375,OWN,D07
H00547,1,1,0.62211860,OWN,D07
H00555,1,1,1.49121325,RENT,D07
H00556,1,1,1.72755777,RENT,D07
H00567,1,1,2.00706750,RENT,D08
H00571,1,1,1.66137153,OWN,D08
H00572,1,1,2.06661449,OWN,D08
H00583,1,1,2.25189208,OWN,D08
H00588,1,1,1.21075213,OWN,D08
H00592,1,1,0.60490136,RENT,D08
H00597,1,1,1.32853637,RENT,D08
H00608,1,1,1.73738028,RENT,D08
H00638,1,1,1.46150222,OWN,D08
H00642,1,1,2.36036013,RENT,D09
H00651,1,1,2.28238928,OWN,D09
H00653,1,1,2.54407037,OWN,D09
H00654,1,1,2.83863558,RENT,D09
H00663,1,1,2.69542632,RENT,D09
H00667,1,1,1.60821483,OWN,D09
H00671,1,1,1.57869623,OWN,D09
H00676,1,1,1.80358459,OWN,D09
H00681,1,1,1.87927808,OWN,D09
H00684,1,1,1.93615204,RENT,D09
H00702,1,1,1.33584239,OWN,D09
H00714,1,1,2.03822762,RENT,D09
H00715,1,1,1.84804478,RENT,D09
H00719,1,1,1.40311662,OWN,D09
H00724,1,1,2.53743029,RENT,D10
H00734,1,1,2.49280156,RENT,D10
H00735,1,1,2.32188012,RENT,D10
H00743,1,1,2.86959807,RENT,D10
H00758,1,1,1.37813191,OWN,D10
H00762,1,1,1.88908480,RENT,D10
H00764,1,1,1.50732755,OWN,D10
H00765,1,1,1.81097647,OWN,D10
H00790,1,1,1.83061006,OWN,D10
H00797,1,1,1.61148235,OWN,D10
H00803,1,1,2.90513361,RENT,D11
H00806,1,1,2.38046409,OWN,D11
H00823,1,1,2.46431960,OWN,D11
H00824,1,1,2.47055175,RENT,D11
H00836,1,1,2.39868197,OWN,D11
H00848,1,1,2.17542059,RENT,D11
H00851,1,1,1.25256182,OWN,D11
H00853,1,1,1.15129488,OWN,D11
H00854,1,1,1.97565540,OWN,D11
H00878,1,1,1.86131573,OWN,D11
H00888,1,1,2.12973631,OWN,D12
H00891,1,1,2.76274799,RENT,D12
H00895,1,1,2.70164018,OWN,D12
H00898,1,1,3.07083302,RENT,D12
H00909,1,1,2.93430949,RENT,D12
H00913,1,1,3.21327483,RENT,D12
H00915,1,1,3.16256512,RENT,D12
H00919,1,1,1.65385203,OWN,D12
H00926,1,1,2.07534679,OWN,D12
H00930,1,1,1.91590370,OWN,D12
H00936,1,1,1.78062668,RENT,D12
H00944,1,1,1.72247329,OWN,D12
H00945,1,1,1.64374688,OWN,D12
H00947,1,1,2.22210218,RENT,D12
H00962,1,1,2.59330642,OWN,D13
H00968,1,1,2.42494655,OWN,D13
H00973,1,1,2.39735366,OWN,D13
H00996,1,1,2.79636433,RENT,D13
H01002,1,1,2.77754406,OWN,D13
H01006,1,1,2.32265618,OWN,D13
H01007,1,1,2.26883463,RENT,D13
H01012,1,1,1.17990035,OWN,D13
H01034,1,1,1.74689851,RENT,D13
H01057,1,1,2.54784477,OWN,D14
H01063,1,1,1.92147350,OWN,D14
H01064,1,1,2.87513649,RENT,D14
H01067,1,1,3.46553851,RENT,D14
H01075,1,1,2.75932077,RENT,D14
H01083,1,1,2.24015672,RENT,D14
H01095,1,1,1.86129581,OWN,D14
H01097,1,1,1.46029140,RENT,D14
H01105,1,1,1.29455252,OWN,D14
H01106,1,1,1.67785207,RENT,D14
H01109,1,1,1.79630943,RENT,D14
H01114,1,1,2.03800778,RENT,D14
H01116,1,1,1.53786728,OWN,D14
H01117,1,1,2.02955837,RENT,D14
H01120,1,1,1.61815203,OWN,D14
H01123,1,1,2.68301820,RENT,D15
H01124,1,1,2.68242752,RENT,D15
H01127,1,1,2.90885114,RENT,D15
H01128,1,1,2.54919709,OWN,D15
H01130,1,1,2.59038489,RENT,D15
H01145,1,1,1.36161988,OWN,D15
